Kingdom,Phylum,Class,Subclass,Infraclass,Subterclass,Superorder,Order,Superfamily,Family,Genus,Species,Subfamily,Tribe,Subphylum,Suborder,Superclass,Infraorder,Parvorder,Section,Subsection,Flokkun,id,N,Artal,skipting,stod,Nu,A,worms
Animalia,Annelida,Polychaeta,Sedentaria,Scolecida,,,,,Maldanidae,Praxillella,Praxillella praetermissa,Euclymeninae,,,,,,,,,Praxillella praetermissa,U1A,5,2013,1,U1,5,130326,130326
Animalia,Annelida,Polychaeta,Sedentaria,Scolecida,,,,,Maldanidae,Praxillella,Praxillella praetermissa,Euclymeninae,,,,,,,,,Praxillella praetermissa,A7B,3,2017,1,A7,3,130326,130326
Animalia,Annelida,Polychaeta,Sedentaria,Scolecida,,,,,Maldanidae,Praxillella,Praxillella praetermissa,Euclymeninae,,,,,,,,,Praxillella praetermissa,B8A,1,2017,1,B8,1,130326,130326
Animalia,Annelida,Polychaeta,Sedentaria,Scolecida,,,,,Maldanidae,Praxillella,Praxillella praetermissa,Euclymeninae,,,,,,,,,Praxillella praetermissa,U2A,2,2013,8,U2,16,130326,130326
Animalia,Annelida,Polychaeta,Sedentaria,Scolecida,,,,,Maldanidae,Praxillella,Praxillella praetermissa,Euclymeninae,,,,,,,,,Praxillella praetermissa,B5A,1,2015,1,B5,1,130326,130326
Animalia,Annelida,Polychaeta,Sedentaria,Scolecida,,,,,Maldanidae,Praxillella,Praxillella praetermissa,Euclymeninae,,,,,,,,,Praxillella praetermissa,B8B,4,2017,1,B8,4,130326,130326
Animalia,Annelida,Polychaeta,Sedentaria,Scolecida,,,,,Maldanidae,Praxillella,Praxillella praetermissa,Euclymeninae,,,,,,,,,Praxillella praetermissa,B5B,2,2017,1,B5,2,130326,130326
Animalia,Annelida,Polychaeta,Sedentaria,Scolecida,,,,,Maldanidae,Praxillella,Praxillella praetermissa,Euclymeninae,,,,,,,,,Praxillella praetermissa,4C,1,2016,1,4C,1,130326,130326
Animalia,Annelida,Polychaeta,Sedentaria,Scolecida,,,,,Maldanidae,Praxillella,Praxillella praetermissa,Euclymeninae,,,,,,,,,Praxillella praetermissa,B8C,2,2017,1,B8,2,130326,130326
Animalia,Annelida,Polychaeta,Sedentaria,Scolecida,,,,,Maldanidae,Praxillella,Praxillella praetermissa,Euclymeninae,,,,,,,,,Praxillella praetermissa,U2C,7,2013,1,U2,7,130326,130326
Animalia,Annelida,Polychaeta,Sedentaria,Scolecida,,,,,Maldanidae,Praxillella,Praxillella praetermissa,Euclymeninae,,,,,,,,,Praxillella praetermissa,8C,1,2016,1,8C,1,130326,130326
Animalia,Annelida,Polychaeta,Sedentaria,Scolecida,,,,,Maldanidae,Praxillella,Praxillella praetermissa,Euclymeninae,,,,,,,,,Praxillella praetermissa,E4A,1,2017,1,E4,1,130326,130326
Animalia,Annelida,Polychaeta,Sedentaria,Scolecida,,,,,Maldanidae,Praxillella,Praxillella praetermissa,Euclymeninae,,,,,,,,,Praxillella praetermissa,B5A,1,2017,4,B5,4,130326,130326
Animalia,Annelida,Polychaeta,Sedentaria,Scolecida,,,,,Maldanidae,Praxillella,Praxillella praetermissa,Euclymeninae,,,,,,,,,Praxillella praetermissa,E3C,9,2017,4,E3,36,130326,130326
Animalia,Annelida,Polychaeta,Sedentaria,Scolecida,,,,,Maldanidae,Praxillella,Praxillella praetermissa,Euclymeninae,,,,,,,,,Praxillella praetermissa,E3A,3,2014,1,E3,3,130326,130326
Animalia,Annelida,Polychaeta,Sedentaria,Scolecida,,,,,Maldanidae,Praxillella,Praxillella praetermissa,Euclymeninae,,,,,,,,,Praxillella praetermissa,8B,1,2016,1,8B,1,130326,130326
Animalia,Annelida,Polychaeta,Sedentaria,Scolecida,,,,,Maldanidae,Praxillella,Praxillella praetermissa,Euclymeninae,,,,,,,,,Praxillella praetermissa,3C,4,2016,4,3C,16,130326,130326
Animalia,Annelida,Polychaeta,Sedentaria,Scolecida,,,,,Maldanidae,Praxillella,Praxillella praetermissa,Euclymeninae,,,,,,,,,Praxillella praetermissa,B5C,3,2017,4,B5,12,130326,130326
Animalia,Annelida,Polychaeta,Sedentaria,Scolecida,,,,,Maldanidae,Praxillella,Praxillella praetermissa,Euclymeninae,,,,,,,,,Praxillella praetermissa,B5B,3,2017,4,B5,12,130326,130326
Animalia,Annelida,Polychaeta,Sedentaria,Scolecida,,,,,Maldanidae,Praxillella,Praxillella praetermissa,Euclymeninae,,,,,,,,,Praxillella praetermissa,8A,3,2016,1,8A,3,130326,130326
Animalia,Priapulida,,,,,,Priapulomorpha,,Priapulidae,,,,,,,,,,,,priapulidae,8A,1,2016,4,8A,4,101078,101078
Animalia,Priapulida,,,,,,Priapulomorpha,,Priapulidae,,,,,,,,,,,,Priapulidae,4A,2,2016,4,4A,8,101078,101078
Animalia,Priapulida,,,,,,Priapulomorpha,,Priapulidae,,,,,,,,,,,,Priapulidae,4B,1,2016,4,4B,4,101078,101078
Animalia,Priapulida,,,,,,Priapulomorpha,,Priapulidae,,,,,,,,,,,,Priapulidae,4B,1,2016,1,4B,1,101078,101078
Animalia,Priapulida,,,,,,Priapulomorpha,,Priapulidae,,,,,,,,,,,,Priapulidae,8C,1,2016,1,8C,1,101078,101078
Animalia,Priapulida,,,,,,Priapulomorpha,,Priapulidae,,,,,,,,,,,,Priapulidae,8B,1,2016,4,8B,4,101078,101078
Animalia,Arthropoda,Malacostraca,Eumalacostraca,,,Peracarida,Amphipoda,Corophioidea,Corophiidae,Protomedeia,Protomedeia fasciata,Protomedeiinae,,Crustacea,Senticaudata,Multicrustacea,Corophiida,Corophiidira,,,Protomedeia fasciata,E4C,12,2017,4,E4,48,102443,102443
Animalia,Arthropoda,Malacostraca,Eumalacostraca,,,Peracarida,Amphipoda,Corophioidea,Corophiidae,Protomedeia,Protomedeia fasciata,Protomedeiinae,,Crustacea,Senticaudata,Multicrustacea,Corophiida,Corophiidira,,,Protomedeia fasciata,B0B,1,2014,4,B0,4,102443,102443
Animalia,Arthropoda,Malacostraca,Eumalacostraca,,,Peracarida,Amphipoda,Corophioidea,Corophiidae,Protomedeia,Protomedeia fasciata,Protomedeiinae,,Crustacea,Senticaudata,Multicrustacea,Corophiida,Corophiidira,,,Protomedeia fasciata,E3B,1,2017,4,E3,4,102443,102443
Animalia,Arthropoda,Malacostraca,Eumalacostraca,,,Peracarida,Amphipoda,Corophioidea,Corophiidae,Protomedeia,Protomedeia fasciata,Protomedeiinae,,Crustacea,Senticaudata,Multicrustacea,Corophiida,Corophiidira,,,Protomedeia fasciata,B0C,1,2014,1,B0,1,102443,102443
Animalia,Arthropoda,Malacostraca,Eumalacostraca,,,Peracarida,Amphipoda,Corophioidea,Corophiidae,Protomedeia,Protomedeia fasciata,Protomedeiinae,,Crustacea,Senticaudata,Multicrustacea,Corophiida,Corophiidira,,,Protomedeia fasciata,U1B,1,2013,8,U1,8,102443,102443
Animalia,Arthropoda,Malacostraca,Eumalacostraca,,,Peracarida,Amphipoda,Corophioidea,Corophiidae,Protomedeia,Protomedeia fasciata,Protomedeiinae,,Crustacea,Senticaudata,Multicrustacea,Corophiida,Corophiidira,,,Protomedeia fasciata,E3A,2,2014,4,E3,8,102443,102443
Animalia,Arthropoda,Malacostraca,Eumalacostraca,,,Peracarida,Amphipoda,Corophioidea,Corophiidae,Protomedeia,Protomedeia fasciata,Protomedeiinae,,Crustacea,Senticaudata,Multicrustacea,Corophiida,Corophiidira,,,Protomedeia fasciata,E4B,6,2017,4,E4,24,102443,102443
Animalia,Arthropoda,Malacostraca,Eumalacostraca,,,Peracarida,Amphipoda,Corophioidea,Corophiidae,Protomedeia,Protomedeia fasciata,Protomedeiinae,,Crustacea,Senticaudata,Multicrustacea,Corophiida,Corophiidira,,,Protomedeia fasciata,E4A,10,2017,4,E4,40,102443,102443
Animalia,Arthropoda,Malacostraca,Eumalacostraca,,,Peracarida,Amphipoda,Corophioidea,Corophiidae,Protomedeia,Protomedeia fasciata,Protomedeiinae,,Crustacea,Senticaudata,Multicrustacea,Corophiida,Corophiidira,,,Protomedeia fasciata,3A,1,2016,4,3A,4,102443,102443
Animalia,Arthropoda,Malacostraca,Eumalacostraca,,,Peracarida,Amphipoda,Corophioidea,Corophiidae,Protomedeia,Protomedeia fasciata,Protomedeiinae,,Crustacea,Senticaudata,Multicrustacea,Corophiida,Corophiidira,,,Protomedeia fasciata,E3C,4,2015,4,E3,16,102443,102443
Animalia,Arthropoda,Malacostraca,Eumalacostraca,,,Peracarida,Amphipoda,Corophioidea,Corophiidae,Protomedeia,Protomedeia fasciata,Protomedeiinae,,Crustacea,Senticaudata,Multicrustacea,Corophiida,Corophiidira,,,Protomedeia fasciata,E3B,1,2014,4,E3,4,102443,102443
Animalia,Arthropoda,Malacostraca,Eumalacostraca,,,Peracarida,Amphipoda,Corophioidea,Corophiidae,Protomedeia,Protomedeia fasciata,Protomedeiinae,,Crustacea,Senticaudata,Multicrustacea,Corophiida,Corophiidira,,,Protomedeia fasciata,E3B,2,2015,4,E3,8,102443,102443
Animalia,Arthropoda,Malacostraca,Eumalacostraca,,,Peracarida,Amphipoda,Corophioidea,Corophiidae,Protomedeia,Protomedeia fasciata,Protomedeiinae,,Crustacea,Senticaudata,Multicrustacea,Corophiida,Corophiidira,,,Protomedeia fasciata,C4C,1,2017,4,C4,4,102443,102443
Animalia,Arthropoda,Malacostraca,Eumalacostraca,,,Peracarida,Amphipoda,Corophioidea,Corophiidae,Protomedeia,Protomedeia fasciata,Protomedeiinae,,Crustacea,Senticaudata,Multicrustacea,Corophiida,Corophiidira,,,Protomedeia fasciata,E3C,1,2014,4,E3,4,102443,102443
Animalia,Arthropoda,Malacostraca,Eumalacostraca,,,Peracarida,Amphipoda,Corophioidea,Corophiidae,Protomedeia,Protomedeia fasciata,Protomedeiinae,,Crustacea,Senticaudata,Multicrustacea,Corophiida,Corophiidira,,,Protomedeia fasciata,E4C,1,2015,4,E4,4,102443,102443
Animalia,Arthropoda,Malacostraca,Eumalacostraca,,,Peracarida,Amphipoda,Corophioidea,Corophiidae,Protomedeia,Protomedeia fasciata,Protomedeiinae,,Crustacea,Senticaudata,Multicrustacea,Corophiida,Corophiidira,,,Protomedeia fasciata,E4A,1,2014,1,E4,1,102443,102443
Animalia,Arthropoda,Malacostraca,Eumalacostraca,,,Peracarida,Amphipoda,Corophioidea,Corophiidae,Protomedeia,Protomedeia fasciata,Protomedeiinae,,Crustacea,Senticaudata,Multicrustacea,Corophiida,Corophiidira,,,Protomedeia fasciata,E4C,2,2014,4,E4,8,102443,102443
Animalia,Arthropoda,Malacostraca,Eumalacostraca,,,Peracarida,Amphipoda,Corophioidea,Corophiidae,Protomedeia,Protomedeia fasciata,Protomedeiinae,,Crustacea,Senticaudata,Multicrustacea,Corophiida,Corophiidira,,,Protomedeia fasciata,E3A,1,2015,4,E3,4,102443,102443
Animalia,Annelida,Polychaeta,Sedentaria,Canalipalpata,,,Spionida,,Spionidae,Pseudopolydora,Pseudopolydora antennata,,,,Spioniformia,,,,,,Pseudopolydora antennata,7B,1,2016,4,7B,4,131166,131166
Animalia,Arthropoda,Pycnogonida,,,,,,,,,,,,Chelicerata,,,,,,,Pycnogonida,U1C,5,2013,1,U1,5,1302,1302
Animalia,Arthropoda,Pycnogonida,,,,,,,,,,,,Chelicerata,,,,,,,Pycnogonida,U1A,3,2013,1,U1,3,1302,1302
Animalia,Arthropoda,Pycnogonida,,,,,,,,,,,,Chelicerata,,,,,,,Pycnogonida,U1B,4,2013,8,U1,32,1302,1302
Animalia,Arthropoda,Pycnogonida,,,,,,,,,,,,Chelicerata,,,,,,,Pycnogonida,U1C,1,2013,8,U1,8,1302,1302
Animalia,Arthropoda,Pycnogonida,,,,,,,,,,,,Chelicerata,,,,,,,Pycnogonida,B5B,1,2017,4,B5,4,1302,1302
Animalia,Arthropoda,Pycnogonida,,,,,,,,,,,,Chelicerata,,,,,,,Pycnogonida,U1B,2,2013,1,U1,2,1302,1302
Animalia,Annelida,Polychaeta,Sedentaria,Canalipalpata,,,Spionida,,Spionidae,Pygospio,Pygospio elegans,,,,Spioniformia,,,,,,Pygospio elegans,7A,1,2016,4,7A,4,131170,131170
Animalia,Annelida,Polychaeta,Sedentaria,Canalipalpata,,,Spionida,,Spionidae,Pygospio,Pygospio elegans,,,,Spioniformia,,,,,,Pygospio elegans,E4C,3,2017,4,E4,12,131170,131170
Animalia,Annelida,Polychaeta,Sedentaria,Canalipalpata,,,Spionida,,Spionidae,Pygospio,Pygospio elegans,,,,Spioniformia,,,,,,Pygospio elegans,3B,1,2016,4,3B,4,131170,131170
Animalia,Annelida,Polychaeta,Sedentaria,Canalipalpata,,,Spionida,,Spionidae,Pygospio,Pygospio elegans,,,,Spioniformia,,,,,,Pygospio elegans,4C,1,2016,4,4C,4,131170,131170
Animalia,Annelida,Polychaeta,Sedentaria,Scolecida,,,,,Maldanidae,Rhodine,Rhodine gracilior,Rhodininae,,,,,,,,,Rhodine gracilior,U2C,1,2013,1,U2,1,130330,130330
Animalia,Annelida,Polychaeta,Sedentaria,Canalipalpata,,,Sabellida,,,,,,,,,,,,,,Sabellida,E4A,1,2014,1,E4,1,901,901
Animalia,Annelida,Polychaeta,Sedentaria,Canalipalpata,,,Sabellida,,,,,,,,,,,,,,Sabellida,E3B,1,2017,4,E3,4,901,901
Animalia,Annelida,Polychaeta,Sedentaria,Canalipalpata,,,Sabellida,,,,,,,,,,,,,,Sabellida,U1B,3,2013,8,U1,24,901,901
Animalia,Annelida,Polychaeta,Sedentaria,Canalipalpata,,,Sabellida,,Sabellidae,,,,,,,,,,,,Sabellidae,5B,1,2016,4,5B,4,985,985
Animalia,Annelida,Polychaeta,Sedentaria,Canalipalpata,,,Sabellida,,Sabellidae,,,,,,,,,,,,Sabellidae,8A,1,2016,4,8A,4,985,985
Animalia,Annelida,Polychaeta,Sedentaria,Scolecida,,,,,Scalibregmatidae,Scalibregma,Scalibregma inflatum,,,,,,,,,,scalibregma inflatum,5B,6,2016,4,5B,24,130980,130980
Animalia,Annelida,Polychaeta,Sedentaria,Scolecida,,,,,Scalibregmatidae,Scalibregma,Scalibregma inflatum,,,,,,,,,,Scalibregma inflatum,8C,5,2016,1,8C,5,130980,130980
Animalia,Annelida,Polychaeta,Sedentaria,Scolecida,,,,,Scalibregmatidae,Scalibregma,Scalibregma inflatum,,,,,,,,,,Scalibregma inflatum,8C,1,2016,4,8C,4,130980,130980
Animalia,Annelida,Polychaeta,Sedentaria,Scolecida,,,,,Scalibregmatidae,Scalibregma,Scalibregma inflatum,,,,,,,,,,Scalibregma inflatum,C4A,3,2017,4,C4,12,130980,130980
Animalia,Annelida,Polychaeta,Sedentaria,Scolecida,,,,,Scalibregmatidae,Scalibregma,Scalibregma inflatum,,,,,,,,,,Scalibregma inflatum,B8C,16,2017,4,B8,64,130980,130980
Animalia,Annelida,Polychaeta,Sedentaria,Scolecida,,,,,Scalibregmatidae,Scalibregma,Scalibregma inflatum,,,,,,,,,,Scalibregma inflatum,B5C,1,2015,1,B5,1,130980,130980
Animalia,Annelida,Polychaeta,Sedentaria,Scolecida,,,,,Scalibregmatidae,Scalibregma,Scalibregma inflatum,,,,,,,,,,Scalibregma inflatum,B8B,15,2017,4,B8,60,130980,130980
Animalia,Annelida,Polychaeta,Sedentaria,Scolecida,,,,,Scalibregmatidae,Scalibregma,Scalibregma inflatum,,,,,,,,,,Scalibregma inflatum,3B,1,2016,1,3B,1,130980,130980
Animalia,Annelida,Polychaeta,Sedentaria,Scolecida,,,,,Scalibregmatidae,Scalibregma,Scalibregma inflatum,,,,,,,,,,Scalibregma inflatum,E3C,4,2017,4,E3,16,130980,130980
Animalia,Annelida,Polychaeta,Sedentaria,Scolecida,,,,,Scalibregmatidae,Scalibregma,Scalibregma inflatum,,,,,,,,,,Scalibregma inflatum,E4C,2,2017,4,E4,8,130980,130980
Animalia,Annelida,Polychaeta,Sedentaria,Scolecida,,,,,Scalibregmatidae,Scalibregma,Scalibregma inflatum,,,,,,,,,,Scalibregma inflatum,B8C,6,2017,1,B8,6,130980,130980
Animalia,Annelida,Polychaeta,Sedentaria,Scolecida,,,,,Scalibregmatidae,Scalibregma,Scalibregma inflatum,,,,,,,,,,Scalibregma inflatum,E4B,3,2017,1,E4,3,130980,130980
Animalia,Annelida,Polychaeta,Sedentaria,Scolecida,,,,,Scalibregmatidae,Scalibregma,Scalibregma inflatum,,,,,,,,,,Scalibregma inflatum,B8B,6,2017,1,B8,6,130980,130980
Animalia,Annelida,Polychaeta,Sedentaria,Scolecida,,,,,Scalibregmatidae,Scalibregma,Scalibregma inflatum,,,,,,,,,,Scalibregma inflatum,4A,4,2016,4,4A,32,130980,130980
Animalia,Annelida,Polychaeta,Sedentaria,Scolecida,,,,,Scalibregmatidae,Scalibregma,Scalibregma inflatum,,,,,,,,,,Scalibregma inflatum,E4A,1,2017,1,E4,1,130980,130980
Animalia,Annelida,Polychaeta,Sedentaria,Scolecida,,,,,Scalibregmatidae,Scalibregma,Scalibregma inflatum,,,,,,,,,,Scalibregma inflatum,3A,1,2016,4,3A,4,130980,130980
Animalia,Annelida,Polychaeta,Sedentaria,Scolecida,,,,,Scalibregmatidae,Scalibregma,Scalibregma inflatum,,,,,,,,,,Scalibregma inflatum,C4C,2,2017,4,C4,8,130980,130980
Animalia,Annelida,Polychaeta,Sedentaria,Scolecida,,,,,Scalibregmatidae,Scalibregma,Scalibregma inflatum,,,,,,,,,,Scalibregma inflatum,7B,3,2016,1,7B,3,130980,130980
Animalia,Annelida,Polychaeta,Sedentaria,Scolecida,,,,,Scalibregmatidae,Scalibregma,Scalibregma inflatum,,,,,,,,,,Scalibregma inflatum,4B,1,2016,4,4B,4,130980,130980
Animalia,Annelida,Polychaeta,Sedentaria,Scolecida,,,,,Scalibregmatidae,Scalibregma,Scalibregma inflatum,,,,,,,,,,Scalibregma inflatum,4C,1,2016,4,4C,4,130980,130980
Animalia,Annelida,Polychaeta,Sedentaria,Scolecida,,,,,Scalibregmatidae,Scalibregma,Scalibregma inflatum,,,,,,,,,,Scalibregma inflatum,7A,3,2016,4,7A,12,130980,130980
Animalia,Annelida,Polychaeta,Sedentaria,Scolecida,,,,,Scalibregmatidae,Scalibregma,Scalibregma inflatum,,,,,,,,,,Scalibregma inflatum,C4A,1,2015,1,C4,1,130980,130980
Animalia,Annelida,Polychaeta,Sedentaria,Scolecida,,,,,Scalibregmatidae,Scalibregma,Scalibregma inflatum,,,,,,,,,,Scalibregma inflatum,B5B,1,2015,1,B5,1,130980,130980
Animalia,Annelida,Polychaeta,Sedentaria,Scolecida,,,,,Scalibregmatidae,Scalibregma,Scalibregma inflatum,,,,,,,,,,Scalibregma inflatum,B5A,3,2017,4,B5,12,130980,130980
Animalia,Annelida,Polychaeta,Sedentaria,Scolecida,,,,,Scalibregmatidae,Scalibregma,Scalibregma inflatum,,,,,,,,,,Scalibregma inflatum,B8A,31,2017,4,B8,124,130980,130980
Animalia,Annelida,Polychaeta,Sedentaria,Scolecida,,,,,Scalibregmatidae,Scalibregma,Scalibregma inflatum,,,,,,,,,,Scalibregma inflatum,4B,2,2016,4,4B,8,130980,130980
Animalia,Annelida,Polychaeta,Sedentaria,Scolecida,,,,,Scalibregmatidae,Scalibregma,Scalibregma inflatum,,,,,,,,,,Scalibregma inflatum,8B,1,2016,1,8B,1,130980,130980
Animalia,Annelida,Polychaeta,Sedentaria,Scolecida,,,,,Scalibregmatidae,Scalibregma,Scalibregma inflatum,,,,,,,,,,Scalibregma inflatum,7C,4,2016,4,7C,16,130980,130980
Animalia,Annelida,Polychaeta,Sedentaria,Scolecida,,,,,Scalibregmatidae,Scalibregma,Scalibregma inflatum,,,,,,,,,,Scalibregma inflatum,C4B,4,2017,1,C4,4,130980,130980
Animalia,Annelida,Polychaeta,Sedentaria,Scolecida,,,,,Scalibregmatidae,Scalibregma,Scalibregma inflatum,,,,,,,,,,Scalibregma inflatum,A7A,1,2015,4,A7,4,130980,130980
Animalia,Annelida,Polychaeta,Sedentaria,Scolecida,,,,,Scalibregmatidae,Scalibregma,Scalibregma inflatum,,,,,,,,,,Scalibregma inflatum,E3B,3,2017,4,E3,12,130980,130980
Animalia,Annelida,Polychaeta,Sedentaria,Scolecida,,,,,Scalibregmatidae,Scalibregma,Scalibregma inflatum,,,,,,,,,,Scalibregma inflatum,B5B,3,2017,1,B5,3,130980,130980
Animalia,Annelida,Polychaeta,Sedentaria,Scolecida,,,,,Scalibregmatidae,Scalibregma,Scalibregma inflatum,,,,,,,,,,Scalibregma inflatum,5A,1,2016,1,5A,1,130980,130980
Animalia,Annelida,Polychaeta,Sedentaria,Scolecida,,,,,Scalibregmatidae,Scalibregma,Scalibregma inflatum,,,,,,,,,,Scalibregma inflatum,A7B,1,2015,1,A7,1,130980,130980
Animalia,Annelida,Polychaeta,Sedentaria,Scolecida,,,,,Scalibregmatidae,Scalibregma,Scalibregma inflatum,,,,,,,,,,Scalibregma inflatum,B8A,1,2017,1,B8,1,130980,130980
Animalia,Annelida,Polychaeta,Sedentaria,Scolecida,,,,,Scalibregmatidae,Scalibregma,Scalibregma inflatum,,,,,,,,,,Scalibregma inflatum,E4A,1,2015,1,E4,1,130980,130980
Animalia,Annelida,Polychaeta,Sedentaria,Scolecida,,,,,Scalibregmatidae,Scalibregma,Scalibregma inflatum,,,,,,,,,,Scalibregma inflatum,3B,4,2016,4,3B,16,130980,130980
Animalia,Annelida,Polychaeta,Sedentaria,Scolecida,,,,,Scalibregmatidae,Scalibregma,Scalibregma inflatum,,,,,,,,,,Scalibregma inflatum,7C,3,2016,1,7C,3,130980,130980
Animalia,Annelida,Polychaeta,Sedentaria,Scolecida,,,,,Scalibregmatidae,Scalibregma,Scalibregma inflatum,,,,,,,,,,Scalibregma inflatum,4C,3,2016,4,4C,12,130980,130980
Animalia,Annelida,Polychaeta,Sedentaria,Scolecida,,,,,Scalibregmatidae,Scalibregma,Scalibregma inflatum,,,,,,,,,,Scalibregma inflatum,C4B,3,2017,4,C4,12,130980,130980
Animalia,Annelida,Polychaeta,Sedentaria,Scolecida,,,,,Scalibregmatidae,Scalibregma,Scalibregma inflatum,,,,,,,,,,Scalibregma inflatum,4C,1,2016,1,4C,1,130980,130980
Animalia,Annelida,Polychaeta,Sedentaria,Scolecida,,,,,Scalibregmatidae,Scalibregma,Scalibregma inflatum,,,,,,,,,,Scalibregma inflatum,A7C,5,2017,1,A7,5,130980,130980
Animalia,Annelida,Polychaeta,Sedentaria,Scolecida,,,,,Scalibregmatidae,Scalibregma,Scalibregma inflatum,,,,,,,,,,Scalibregma inflatum,A7B,3,2017,1,A7,3,130980,130980
Animalia,Annelida,Polychaeta,Sedentaria,Scolecida,,,,,Scalibregmatidae,Scalibregma,Scalibregma inflatum,,,,,,,,,,Scalibregma inflatum,5A,4,2016,4,5A,16,130980,130980
Animalia,Annelida,Polychaeta,Sedentaria,Scolecida,,,,,Scalibregmatidae,Scalibregma,Scalibregma inflatum,,,,,,,,,,Scalibregma inflatum,A7C,16,2017,4,A7,64,130980,130980
Animalia,Annelida,Polychaeta,Sedentaria,Scolecida,,,,,Scalibregmatidae,Scalibregma,Scalibregma inflatum,,,,,,,,,,Scalibregma inflatum,7B,6,2016,4,7B,24,130980,130980
Animalia,Annelida,Polychaeta,Sedentaria,Scolecida,,,,,Scalibregmatidae,Scalibregma,Scalibregma inflatum,,,,,,,,,,Scalibregma inflatum,A7B,26,2017,4,A7,104,130980,130980
Animalia,Annelida,Polychaeta,Sedentaria,Scolecida,,,,,Orbiniidae,Scoloplos,Scoloplos armiger,Orbiniinae,,,,,,,,,Scoloplos armiger,E3C,1,2014,4,E3,4,130537,130537
Animalia,Annelida,Polychaeta,Sedentaria,Scolecida,,,,,Orbiniidae,Scoloplos,Scoloplos armiger,Orbiniinae,,,,,,,,,Scoloplos armiger,7A,5,2016,4,7A,20,130537,130537
Animalia,Annelida,Polychaeta,Sedentaria,Scolecida,,,,,Orbiniidae,Scoloplos,Scoloplos armiger,Orbiniinae,,,,,,,,,Scoloplos armiger,4C,3,2016,1,4C,3,130537,130537
Animalia,Annelida,Polychaeta,Sedentaria,Scolecida,,,,,Orbiniidae,Scoloplos,Scoloplos armiger,Orbiniinae,,,,,,,,,Scoloplos armiger,B5B,2,2017,1,B5,2,130537,130537
Animalia,Annelida,Polychaeta,Sedentaria,Scolecida,,,,,Orbiniidae,Scoloplos,Scoloplos armiger,Orbiniinae,,,,,,,,,Scoloplos armiger,B8C,3,2017,4,B8,12,130537,130537
Animalia,Annelida,Polychaeta,Sedentaria,Scolecida,,,,,Orbiniidae,Scoloplos,Scoloplos armiger,Orbiniinae,,,,,,,,,Scoloplos armiger,B5C,12,2017,4,B5,48,130537,130537
Animalia,Annelida,Polychaeta,Sedentaria,Scolecida,,,,,Orbiniidae,Scoloplos,Scoloplos armiger,Orbiniinae,,,,,,,,,Scoloplos armiger,E4A,15,2017,4,E4,60,130537,130537
Animalia,Annelida,Polychaeta,Sedentaria,Scolecida,,,,,Orbiniidae,Scoloplos,Scoloplos armiger,Orbiniinae,,,,,,,,,Scoloplos armiger,C4B,1,2017,1,C4,1,130537,130537
Animalia,Annelida,Polychaeta,Sedentaria,Scolecida,,,,,Orbiniidae,Scoloplos,Scoloplos armiger,Orbiniinae,,,,,,,,,Scoloplos armiger,4C,16,2016,4,4C,64,130537,130537
Animalia,Annelida,Polychaeta,Sedentaria,Scolecida,,,,,Orbiniidae,Scoloplos,Scoloplos armiger,Orbiniinae,,,,,,,,,Scoloplos armiger,E4A,2,2014,1,E4,2,130537,130537
Animalia,Annelida,Polychaeta,Sedentaria,Scolecida,,,,,Orbiniidae,Scoloplos,Scoloplos armiger,Orbiniinae,,,,,,,,,Scoloplos armiger,E3B,1,2014,4,E3,4,130537,130537
Animalia,Annelida,Polychaeta,Sedentaria,Scolecida,,,,,Orbiniidae,Scoloplos,Scoloplos armiger,Orbiniinae,,,,,,,,,Scoloplos armiger,E3A,1,2015,4,E3,4,130537,130537
Animalia,Annelida,Polychaeta,Sedentaria,Scolecida,,,,,Orbiniidae,Scoloplos,Scoloplos armiger,Orbiniinae,,,,,,,,,Scoloplos armiger,C4C,2,2014,4,C4,8,130537,130537
Animalia,Annelida,Polychaeta,Sedentaria,Scolecida,,,,,Orbiniidae,Scoloplos,Scoloplos armiger,Orbiniinae,,,,,,,,,Scoloplos armiger,B5B,2,2017,4,B5,8,130537,130537
Animalia,Annelida,Polychaeta,Sedentaria,Scolecida,,,,,Orbiniidae,Scoloplos,Scoloplos armiger,Orbiniinae,,,,,,,,,Scoloplos armiger,E3B,7,2017,4,E3,28,130537,130537
Animalia,Annelida,Polychaeta,Sedentaria,Scolecida,,,,,Orbiniidae,Scoloplos,Scoloplos armiger,Orbiniinae,,,,,,,,,Scoloplos armiger,E3A,1,2017,1,E3,1,130537,130537
Animalia,Annelida,Polychaeta,Sedentaria,Scolecida,,,,,Orbiniidae,Scoloplos,Scoloplos armiger,Orbiniinae,,,,,,,,,Scoloplos armiger,B8B,3,2017,4,B8,12,130537,130537
Animalia,Annelida,Polychaeta,Sedentaria,Scolecida,,,,,Orbiniidae,Scoloplos,Scoloplos armiger,Orbiniinae,,,,,,,,,Scoloplos armiger,E3C,7,2017,4,E3,28,130537,130537
Animalia,Annelida,Polychaeta,Sedentaria,Scolecida,,,,,Orbiniidae,Scoloplos,Scoloplos armiger,Orbiniinae,,,,,,,,,Scoloplos armiger,7B,3,2016,4,7B,12,130537,130537
Animalia,Annelida,Polychaeta,Sedentaria,Scolecida,,,,,Orbiniidae,Scoloplos,Scoloplos armiger,Orbiniinae,,,,,,,,,Scoloplos armiger,B8A,1,2015,1,B8,1,130537,130537
