"","x"
"503","Kingdom Animalia
Phylum Annelida
Class Polychaeta
Order Spionida
Family Spionidae
Genus Scolelepis
Species Scolelepis foliosa"
"504","Kingdom Animalia
Phylum Annelida
Class Polychaeta
Order Spionida
Family Spionidae
Genus Scolelepis
Species Scolelepis korsuni"
"505","Kingdom Animalia
Phylum Annelida
Class Polychaeta
Order Spionida
Family Spionidae
Genus Scolelepis
Species Scolelepis squamata"
"506","Kingdom Animalia
Phylum Annelida
Class Polychaeta
Order Spionida
Family Spionidae
Genus Scolelepis
Species Scolelepis tridentata"
"507","Kingdom Animalia
Phylum Annelida
Class Polychaeta
Order Orbiniida
Family Orbiniidae
Subfamily Orbiniinae
Genus Scoloplos
Species Scoloplos armiger"
"508","Kingdom Animalia
Phylum Annelida
Class Polychaeta
Order Sabellida
Family Serpulidae
Subfamily Serpulinae
Genus Serpula
Species Serpula vermicularis"
"509","Kingdom Animalia
Phylum Annelida
Class Polychaeta
Order Phyllodocida
Superfamily Aphroditoidea
Family Sigalionidae
Genus Sigalion
Species Sigalion mathildae"
"510","Kingdom Animalia
Phylum Annelida
Class Polychaeta
Order Phyllodocida
Superfamily Phyllodocoidea
Family Phyllodocidae
Genus Sige
Species Sige fusigera"
"511","Kingdom Animalia
Phylum Annelida
Class Polychaeta
Order Phyllodocida
Superfamily Phyllodocoidea
Family Phyllodocidae
Genus Sige
Species Sige oliveri"
"512","Kingdom Animalia
Phylum Annelida
Class Polychaeta
Order Terebellida
Family Ampharetidae
Subfamily Ampharetinae
Genus Sosane
Species Sosane sulcata"
"513","Kingdom Animalia
Phylum Annelida
Class Polychaeta
Order Terebellida
Family Ampharetidae
Subfamily Ampharetinae
Genus Sosanopsis
Species Sosanopsis wireni"
"514","Kingdom Animalia
Phylum Annelida
Class Polychaeta
Order Phyllodocida
Superfamily Glyceroidae
Family Sphaerodoridae
Genus Sphaerodoridium
Species Sphaerodoridium fauchaldi"
"515","Kingdom Animalia
Phylum Annelida
Class Polychaeta
Order Phyllodocida
Superfamily Glyceroidae
Family Sphaerodoridae
Genus Sphaerodoropsis
Species Sphaerodoropsis baltica"
"516","Kingdom Animalia
Phylum Annelida
Class Polychaeta
Order Phyllodocida
Superfamily Glyceroidae
Family Sphaerodoridae
Genus Sphaerodoropsis
Species Sphaerodoropsis disticha"
"517","Kingdom Animalia
Phylum Annelida
Class Polychaeta
Order Phyllodocida
Superfamily Glyceroidae
Family Sphaerodoridae
Genus Sphaerodoropsis
Species Sphaerodoropsis minuta"
"518","Kingdom Animalia
Phylum Annelida
Class Polychaeta
Order Phyllodocida
Superfamily Glyceroidae
Family Sphaerodoridae
Genus Sphaerodoropsis
Species Sphaerodoropsis philippi"
"519","Kingdom Animalia
Phylum Annelida
Class Polychaeta
Order Phyllodocida
Superfamily Glyceroidae
Family Sphaerodoridae
Genus Sphaerodorum
Species Sphaerodorum flavum"
"520","Kingdom Animalia
Phylum Annelida
Class Polychaeta
Order Phyllodocida
Superfamily Nereidoidea
Family Syllidae
Subfamily Exogoninae
Genus Sphaerosyllis
Species Sphaerosyllis bulbosa"
"521","Kingdom Animalia
Phylum Annelida
Class Polychaeta
Order Phyllodocida
Superfamily Nereidoidea
Family Syllidae
Subfamily Exogoninae
Genus Sphaerosyllis
Species Sphaerosyllis erinaceus"
"522","Kingdom Animalia
Phylum Annelida
Class Polychaeta
Order Phyllodocida
Superfamily Nereidoidea
Family Syllidae
Subfamily Exogoninae
Genus Sphaerosyllis
Species Sphaerosyllis hystrix"
"523","Kingdom Animalia
Phylum Annelida
Class Polychaeta
Order Phyllodocida
Superfamily Nereidoidea
Family Syllidae
Subfamily Exogoninae
Genus Sphaerosyllis
Species Sphaerosyllis tetralix"
"524","Kingdom Animalia
Phylum Annelida
Class Polychaeta
Order Spintherida
Family Spintheridae
Genus Spinther
Species Spinther arcticus"
"525","Kingdom Animalia
Phylum Annelida
Class Polychaeta
Order Spionida
Family Spionidae
Genus Spio
Species Spio filicornis"
"526","Kingdom Animalia
Phylum Annelida
Class Polychaeta
Order Spionida
Family Spionidae
Genus Spio
Species Spio goniocephala"
"527","Kingdom Animalia
Phylum Annelida
Class Polychaeta
Order Spionida
Family Spionidae
Genus Spio
Species Spio martinensis"
"528","Kingdom Animalia
Phylum Annelida
Class Polychaeta
Order Chaetopterida
Family Chaetopteridae
Genus Spiochaetopterus
Species Spiochaetopterus typicus"
"529","Kingdom Animalia
Phylum Annelida
Class Polychaeta
Order Spionida
Family Spionidae
Genus Spiophanes
Species Spiophanes bombyx"
"530","Kingdom Animalia
Phylum Annelida
Class Polychaeta
Order Spionida
Family Spionidae
Genus Spiophanes
Species Spiophanes kroeyeri"
"531","Kingdom Animalia
Phylum Annelida
Class Polychaeta
Order Spionida
Family Spionidae
Genus Spiophanes
Species Spiophanes urceolata"
"532","Kingdom Animalia
Phylum Annelida
Class Polychaeta
Order Sabellida
Family Serpulidae
Subfamily Spirorbinae
Genus Spirorbis
Species Spirorbis corallinae"
"533","Kingdom Animalia
Phylum Annelida
Class Polychaeta
Order Sabellida
Family Serpulidae
Subfamily Spirorbinae
Genus Spirorbis
Species Spirorbis spirorbis"
"534","Kingdom Animalia
Phylum Annelida
Class Polychaeta
Order Sabellida
Family Serpulidae
Subfamily Spirorbinae
Genus Spirorbis
Species Spirorbis tridentatus"
"535","Kingdom Animalia
Phylum Annelida
Class Polychaeta
Order Sternaspida
Family Sternaspidae
Genus Sternaspis
Species Sternaspis scutata"
"536","Kingdom Animalia
Phylum Annelida
Class Polychaeta
Order Phyllodocida
Superfamily Aphroditoidea
Family Sigalionidae
Genus Sthenelais
Species Sthenelais boa"
"537","Kingdom Animalia
Phylum Annelida
Class Polychaeta
Order Phyllodocida
Superfamily Aphroditoidea
Family Sigalionidae
Genus Sthenelais
Species Sthenelais jeffreysii"
"538","Kingdom Animalia
Phylum Annelida
Class Polychaeta
Order Phyllodocida
Superfamily Aphroditoidea
Family Sigalionidae
Genus Sthenelais
Species Sthenelais limicola"
"539","Kingdom Animalia
Phylum Annelida
Class Polychaeta
Order Phyllodocida
Superfamily Aphroditoidea
Family Sigalionidae
Genus Sthenelais
Species Sthenelais zetlandica"
"540","Kingdom Animalia
Phylum Annelida
Class Polychaeta
Order Terebellida
Family Terebellidae
Subfamily Thelepodinae
Genus Streblosoma
Species Streblosoma bairdi"
"541","Kingdom Animalia
Phylum Annelida
Class Polychaeta
Order Terebellida
Family Terebellidae
Subfamily Thelepodinae
Genus Streblosoma
Species Streblosoma intestinale"
"542","Kingdom Animalia
Phylum Annelida
Class Polychaeta
Order Spionida
Family Spionidae
Genus Streblospio
Species Streblospio benedicti"
"543","Kingdom Animalia
Phylum Annelida
Class Polychaeta
Order Phyllodocida
Superfamily Nereidoidea
Family Syllidae
Subfamily Eusyllinae
Genus Streptosyllis
Species Streptosyllis arenae"
"544","Kingdom Animalia
Phylum Annelida
Class Polychaeta
Order Phyllodocida
Superfamily Nereidoidea
Family Syllidae
Subfamily Eusyllinae
Genus Streptosyllis
Species Streptosyllis websteri"
"545","Kingdom Animalia
Phylum Annelida
Class Polychaeta
Order Ctenodrilida
Family Parergodrilidae
Genus Stygocapitella
Species Stygocapitella subterranea"
"546","Kingdom Animalia
Phylum Annelida
Class Polychaeta
Order Phyllodocida
Superfamily Nereidoidea
Family Syllidae
Subfamily Eusyllinae
Genus Syllides
Species Syllides articulocirrata"
"547","Kingdom Animalia
Phylum Annelida
Class Polychaeta
Order Phyllodocida
Superfamily Nereidoidea
Family Syllidae
Subfamily Eusyllinae
Genus Syllides
Species Syllides benedicti"
"548","Kingdom Animalia
Phylum Annelida
Class Polychaeta
Order Phyllodocida
Superfamily Nereidoidea
Family Syllidae
Subfamily Eusyllinae
Genus Syllides
Species Syllides longocirrata"
"549","Kingdom Animalia
Phylum Annelida
Class Polychaeta
Order Phyllodocida
Superfamily Nereidoidea
Family Hesionidae
Subfamily Hesioninae
Genus Syllidia
Species Syllidia armata"
"550","Kingdom Animalia
Phylum Annelida
Class Polychaeta
Order Phyllodocida
Superfamily Nereidoidea
Family Syllidae
Subfamily Syllinae
Genus Syllis
Species Syllis gracilis"
"551","Kingdom Animalia
Phylum Annelida
Class Polychaeta
Order Phyllodocida
Superfamily Nereidoidea
Family Pilargidae
Subfamily Synelminae
Genus Synelmis
Species Synelmis klatti"
"552","Kingdom Animalia
Phylum Annelida
Class Polychaeta
Order Terebellida
Family Trichobranchidae
Genus Terebellides
Species Terebellides stroemi"
"553","Kingdom Animalia
Phylum Annelida
Class Polychaeta
Family Nerillidae
Genus Thalassochaetus
Species Thalassochaetus palpifoliaceus"
"554","Kingdom Animalia
Phylum Annelida
Class Polychaeta
Order Cirratulida
Family Cirratulidae
Genus Tharyx
Species Tharyx killariensis"
"555","Kingdom Animalia
Phylum Annelida
Class Polychaeta
Order Terebellida
Family Terebellidae
Subfamily Thelepodinae
Genus Thelepus
Species Thelepus cincinnatus"
"556","Kingdom Animalia
Phylum Annelida
Class Polychaeta
Order Phyllodocida
Superfamily Phyllodocoidea
Family Tomopteridae
Genus Tomopteris
Species Tomopteris helgolandica"
"557","Kingdom Animalia
Phylum Annelida
Class Polychaeta
Order Phyllodocida
Superfamily Phyllodocoidea
Family Tomopteridae
Genus Tomopteris
Species Tomopteris septentrionalis"
"558","Kingdom Animalia
Phylum Annelida
Class Polychaeta
Order Opheliida
Family Opheliidae
Subfamily Travisiinae
Genus Travisia
Species Travisia forbesii"
"559","Kingdom Animalia
Phylum Annelida
Class Polychaeta
Order Terebellida
Family Trichobranchidae
Genus Trichobranchus
Species Trichobranchus glacialis"
"560","Kingdom Animalia
Phylum Annelida
Class Polychaeta
Order Terebellida
Family Trichobranchidae
Genus Trichobranchus
Species Trichobranchus roseus"
"561","Kingdom Animalia
Phylum Annelida
Class Polychaeta
Order Eunicida
Superfamily Eunicoidea
Family Dorvilleidae
Genus Trilobodrilus
Species Trilobodrilus axi"
"562","Kingdom Animalia
Phylum Annelida
Class Polychaeta
Order Eunicida
Superfamily Eunicoidea
Family Dorvilleidae
Genus Trilobodrilus
Species Trilobodrilus heideri"
"563","Kingdom Animalia
Phylum Annelida
Class Polychaeta
Order Spionida
Family Trochochaetidae
Genus Trochochaeta
Species Trochochaeta multisetosa"
"564","Kingdom Animalia
Phylum Annelida
Class Polychaeta
Family Nerillidae
Genus Troglochaetus
Species Troglochaetus beranecki"
"565","Kingdom Animalia
Phylum Annelida
Class Polychaeta
Order Phyllodocida
Superfamily Nereidoidea
Family Syllidae
Subfamily Syllinae
Genus Typosyllis
Species Typosyllis armillaris"
"566","Kingdom Animalia
Phylum Annelida
Class Polychaeta
Order Phyllodocida
Superfamily Nereidoidea
Family Syllidae
Subfamily Syllinae
Genus Typosyllis
Species Typosyllis cornuta"
"567","Kingdom Animalia
Phylum Annelida
Class Polychaeta
Order Phyllodocida
Superfamily Nereidoidea
Family Syllidae
Subfamily Syllinae
Genus Typosyllis
Species Typosyllis hyalina"
"568","Kingdom Animalia
Phylum Annelida
Class Polychaeta
Order Phyllodocida
Superfamily Nereidoidea
Family Syllidae
Subfamily Syllinae
Genus Typosyllis
Species Typosyllis variegata"
"569","Kingdom Animalia
Phylum Annelida
Class Polychaeta
Order Phyllodocida
Superfamily Nereidoidea
Family Nereididae
Subfamily Nereidinae
Genus Websterinereis
Species Websterinereis glauca"
